Date,GAZP,LKOH,SNGSP,BANEP,TATNP,GMKN,PLZL,RASP,TRMK,MTLR,SBER,VTBR,BSPB,AFKS,CBOM,MGNT,PIKK,MVID,ALRS,TTLK,MTSS,RTKM,RTKMP,AFLT,MGTS,IRAO,OGKB,TGKA,UPRO,LSNGP
2015-01-06,0.037103396789846865,0.02178649237472774,0.02010135135135127,-0.009625668449197877,-0.0029476787030211504,0.05948777648428405,0.04647676161919034,0.012095032397408279,0.010666666666666602,0.013215859030837107,0.03388327124356927,-0.012444444444444591,0.04065040650406493,0.009795918367346834,0.0,0.05295130100232859,0.03755868544600949,0.07749077490774914,0.014905597880092714,0.0,0.029765311963365848,0.04199475065616798,0.0027610008628127236,-0.0042155977115326815,0.0,0.0,0.026849642004773244,0.028008298755186845,0.0,-0.01333333333333342
2015-01-08,0.05427584221134474,0.0968017057569297,0.046530882596456324,0.03239740820734349,0.005173688100517326,0.049335237885946626,0.01241642788920716,0.03499786598378152,0.0026385224274407815,0.04347826086956519,0.12731640356897733,0.011251125112511362,0.031249999999999778,0.01859337105901382,0.0,0.02182692307692302,-0.03871292106586233,0.017123287671232834,-0.01762402088772841,0.0,0.05642023346303504,-0.0543660789252729,-0.013939081053175095,0.06350166313879657,-0.009433962264150941,0.0,0.02033701336432303,0.00908173562058523,0.0,0.07657657657657646
2015-01-09,-0.0325003413901408,-0.04315707620528775,0.012974683544303645,-0.01882845188284521,-0.011029411764705843,0.019895287958115127,-0.009433962264150941,-0.01855670103092777,0.03157894736842115,0.0037878787878788955,-0.0395738203957382,-0.031152647975077774,-0.009469696969697017,0.0007936507936507908,0.0,-0.007998494401053935,0.007845188284518745,-0.017508417508417473,0.028405315614617788,0.014285714285714013,0.026045777426992878,-0.011875693673695786,0.0,-0.03326698891100377,0.0071428571428571175,0.0,-0.024487471526195903,-0.03200000000000003,0.0,0.0
2015-01-12,-0.010444601270289233,0.006501422186103278,-0.02030615432677285,-0.004264392324093813,-0.00892193308550182,0.010164271047227835,-0.02857142857142858,-0.02436974789915969,-0.020408163265306256,-0.0037735849056603765,-0.0031695721077654726,-0.027254631756239545,-0.017208413001912004,-0.03806502775574927,0.0,0.013944223107569709,-0.024390243902438935,-0.028786840301576522,0.017606202552091776,0.0,-0.01025641025641022,-0.002583398854318797,-0.013961605584642212,0.013235294117647234,0.0,0.0,-0.022767075306479923,-0.008264462809917328,0.0,-0.004184100418409997
2015-01-13,0.017258593638567854,0.018167137666531996,0.029974489795918213,-0.005353319057815886,0.0037509377344335793,0.01890436019920716,0.015196078431372495,0.003014642549526325,-0.015625,-0.05303030303030298,-0.04117647058823526,-0.04769400283330716,-0.005836575875486361,0.009892827699917506,0.0,0.04593507343998504,0.03936170212765955,-0.0338743824982356,0.053968253968254,-0.024647887323943518,0.059585492227979264,-0.01756756756756761,-0.005132743362831871,0.015965166908562978,-0.06382978723404253,0.0,-0.0029868578255675127,-0.03125,0.0,-0.021008403361344574
2015-01-14,0.025659001682557747,0.026169706582077623,0.012383900928792713,0.011840688912809538,-0.011958146487294652,-0.04239401496259354,-0.010622887493964228,0.0012881064834693312,0.023809523809523947,0.010000000000000009,-0.004311059525783589,-0.006611570247933796,-0.005870841487279899,0.02857142857142847,0.0,0.02415026833631484,-0.013306038894575156,-0.0029218407596786067,0.07981927710843362,0.0,0.027872860635696828,-0.0058459422283355655,-0.003913894324853229,0.04428571428571426,0.0,0.0,0.02756141402037171,0.01935483870967758,0.0,-0.012875536480686733
2015-01-15,0.004784688995215225,0.011939721792890268,0.003669724770642091,0.030851063829787195,0.04009077155824525,-0.03229166666666672,0.02000976085895556,0.06346483704974282,-0.0051679586563307955,0.03485148514851488,0.029142381348876034,0.043760399334442424,-0.025590551181102317,-0.004761904761904856,0.0,-0.012751091703056772,-0.01556016597510368,-0.01098901098901095,-0.0432357043235706,0.010830324909747224,0.02997145575642257,0.011530035743110734,-0.008751562779067745,0.002735978112175186,0.025252525252525304,0.0,-0.006413994169096271,0.01371308016877637,0.0,0.0
2015-01-16,0.017687074829932037,0.04471342930237876,0.04357099329677028,0.01754385964912286,-0.001454545454545375,0.0291711517761033,0.02966507177033484,-0.005241935483870974,0.007792207792207684,0.00574052812858783,0.00307443365695792,0.03969392635102831,0.004040404040404066,-0.00877192982456132,0.0,0.004069355980184097,0.02265542676501564,-0.022222222222222254,0.01384839650145775,0.02857142857142847,-0.0032332563510392154,0.00364755499829017,-0.003603603603603678,-0.016371077762619368,0.07389162561576357,0.0,0.011150234741784004,0.01248699271592102,0.0,-0.026086956521739202
2015-01-19,-0.009959893048128166,-0.03508771929824561,0.01897810218978102,0.03955375253549698,-0.004369992716678928,-0.015061186068402899,0.013011152416356975,0.060802594244021124,0.002577319587628857,0.019786910197869156,-0.0030650104855622917,-0.018552591229684223,-0.004024144869215318,0.004022526146419958,0.0,-0.01013215859030836,-0.02782071097372496,-0.03409090909090906,0.0021567217828901697,-0.024305555555555358,-0.003707136237256825,-0.0005678591709256109,-0.0025316455696202667,0.008044382801664529,0.002293577981651307,0.0,-0.0220545560069646,-0.018499486125385545,0.0,0.03571428571428581
2015-01-20,-0.015934103031530755,-0.004280303030303134,0.042979942693409656,0.004878048780487809,0.005120702267739752,0.005628119358606742,0.026605504587156048,0.013374092472296484,-0.007712082262210762,0.016044776119402915,-0.016181229773462813,-0.029839087642555828,-0.006060606060605989,0.0016025641025640969,0.0,0.014241210502892843,-0.0031796502384737746,0.006274509803921635,0.01865136298421799,-0.003558718861209953,-0.0039534883720929725,-0.007954545454545436,-0.003807106598984644,0.023665382498624155,0.0,0.0,0.011275964391691318,-0.0167539267015705,0.0,-0.012931034482758674
2015-01-21,0.020926243567753078,0.04690531441396906,0.01098901098901095,0.03300970873786402,0.02547307132459964,0.021647307286166928,0.0008936550491509543,0.043740573152337925,-0.002590673575129543,0.18068307014322427,0.03289473684210531,0.02254428341384851,0.04878048780487809,0.010399999999999965,0.0,0.04036858271171573,-0.0005316321105794941,0.09508963367108336,0.07746478873239426,0.014285714285714013,0.0410926920382908,0.002290950744558984,0.0007279344858963643,0.024193548387096753,0.07322654462242562,0.014265148540766992,0.010563380281690016,0.006389776357827337,0.0,0.013100436681222849
2015-01-22,0.01814516129032251,0.024709302325581328,0.03532608695652195,0.0742481203007519,0.07097232079489002,0.07348837209302328,-0.0008928571428571397,0.05816473988439297,0.020779220779220786,0.1057542768273716,0.024681528662420238,0.0018897637795274314,0.025193798449612448,0.07680126682501975,0.0,0.018135807676086024,0.0,0.054804270462633475,0.013071895424836555,-0.010563380281689905,0.018165507961426464,0.0011428571428571122,0.02564102564102555,0.038057742782152015,0.008528784648187626,0.02038709677419348,0.006387921022067422,0.002116402116401961,0.0,0.012931034482758674
2015-01-23,0.00877887788778886,0.010283687943262398,0.03477690288713897,0.007874015748031482,0.005964214711729587,0.0013479684190256247,-0.04378909740840031,-0.03926254694434961,0.27480916030534375,-0.03234880450070321,0.0015540015540016494,0.002829298962590432,-0.007561436672967825,0.0014705882352941124,0.0,-0.026512013256006606,0.0,0.018893387314440124,-0.01935483870967747,0.053380782918149405,0.004405286343612369,0.03538812785388146,0.010638297872340496,0.015170670037926604,-0.11205073995771675,-0.002402630247850146,-0.006347374495095259,-0.02006335797254477,0.0,0.008510638297872353
2015-01-26,-0.031603742720670125,0.005580905580905515,-0.012682308180088753,-0.03732638888888884,-0.011857707509881465,0.034134615384615374,-0.017757009345794383,-0.017412935323383172,0.017964071856287456,-0.049127906976744073,-0.06144297905352991,-0.01880877742946696,-0.04571428571428571,-0.052863436123347984,0.0,-0.017872340425531874,0.0,-0.048344370860927244,-0.03355263157894728,-0.0033783783783783994,-0.0603070175438597,-0.03958103638368249,-0.03157894736842104,-0.04707347447073473,0.04761904761904767,-0.061985042464190676,-0.04761904761904756,-0.014008620689655138,0.0,-0.012658227848101333
2015-01-27,0.01959459459459456,0.021012949841181072,0.06396917148362236,0.012623985572587815,-0.013333333333333308,0.03942352394235238,-0.010466222645099887,0.03905967450271253,-0.019607843137254943,0.03026597370834616,0.011737477268970009,0.016613418530351476,0.017964071856287456,-0.013953488372092981,0.0,-0.023396880415944565,-0.009574468085106425,-0.009046624913013113,0.060585432266848205,0.01016949152542379,0.006067677946324457,-0.007002640339800248,0.012499999999999956,-0.006795608991113422,0.0,-0.008108108108108136,0.011585365853658436,-0.01748633879781425,0.0,-0.017094017094017033
2015-01-28,-0.021206096752816594,-0.020477932378380248,-0.025715320536037645,0.007123775601068472,0.0418918918918918,0.031755971017085605,0.014423076923076872,0.05116602854159402,-0.040000000000000036,-0.003264094955489627,-0.009313725490196045,0.05562539283469525,0.019607843137254832,-0.02515723270440251,0.0,-0.0949423247559894,0.002148227712137407,-0.000702247191011196,-0.03337612323491668,-0.023489932885906062,-0.007190906982138756,0.0023121387283238093,0.00411522633744843,0.0028947368421052833,-0.045454545454545414,-0.009128065395095475,-0.030138637733574503,-0.024471635150166815,0.0,-0.008695652173912993
