point_id,scenario_name,target_return,portfolio_return,portfolio_risk
68,no_short,0.0013199253207724258,0.0013199253207724258,0.013851006249812444
69,no_short,0.00133945999448169,0.00133945999448169,0.014001387115038575
70,no_short,0.0013589946681909545,0.0013589946681909543,0.014160774586957048
71,no_short,0.0013785293419002187,0.0013785293419002187,0.01433362046459992
72,no_short,0.001398064015609483,0.0013980640156094825,0.014521552242209112
73,no_short,0.0014175986893187472,0.0014175986893187472,0.014723992277997816
74,no_short,0.0014371333630280117,0.0014371333630280115,0.014940350827915325
75,no_short,0.001456668036737276,0.0014566680367372761,0.015170032376338584
76,no_short,0.0014762027104465402,0.0014762027104465395,0.015423240450296265
77,no_short,0.0014957373841558046,0.0014957373841558038,0.015806130938910715
78,no_short,0.0015152720578650689,0.0015152720578650678,0.01633655585921953
79,no_short,0.0015348067315743331,0.001534806731574333,0.017000711521518278
80,no_short,0.0015543414052835976,0.001554341405283597,0.01778362111459427
1,min_2pct_each,-2.4749720073128474e-05,-2.4749720073128474e-05,0.012239687568733707
2,min_2pct_each,-1.787574453030377e-05,-1.7875744530303797e-05,0.01223975101154407
3,min_2pct_each,-1.100176898747907e-05,-1.100176898747904e-05,0.012240057368231808
4,min_2pct_each,-4.127793444654369e-06,-4.12779344465439e-06,0.01224060651027194
5,min_2pct_each,2.7461820981703342e-06,2.746182098170287e-06,0.012241398295037393
6,min_2pct_each,9.620157640995038e-06,9.620157640995045e-06,0.012242398221064776
7,min_2pct_each,1.6494133183819735e-05,1.6494133183819748e-05,0.012243663282458982
8,min_2pct_each,2.336810872664444e-05,2.336810872664448e-05,0.01224517110306916
9,min_2pct_each,3.0242084269469142e-05,3.024208426946913e-05,0.012246921473317851
10,min_2pct_each,3.7116059812293846e-05,3.711605981229383e-05,0.012248914169616019
11,min_2pct_each,4.399003535511855e-05,4.3990035355118536e-05,0.012251115455503597
12,min_2pct_each,5.086401089794325e-05,5.0864010897943294e-05,0.012253580270199156
13,min_2pct_each,5.773798644076794e-05,5.773798644076797e-05,0.012256287311835222
14,min_2pct_each,6.461196198359265e-05,6.461196198359267e-05,0.012259236290150985
15,min_2pct_each,7.148593752641735e-05,7.148593752641735e-05,0.012262426901066017
